track_name,track_id,duration_ms,album_name,release_date,label,album_popularity,album_id,artist_id,duration_sec
Long Road To Ruin (Karaoke Version),1wSfWVVkA6qS4zJavGlk4V,232173,Grab The Mic Karaoke! Sing Like Foo Fighters,2013-11-27 00:00:00 UTC,Loxxy Records,0,70T2QJTBbH1GT7v0oGnO58,0Ht8AmH4Qj6dQSC1iG7KV7,232.173
David (Karaoke Version),5MfWmme0qmz9BPzLtEcmFU,266933,Grab The Mic Karaoke! Sing Like Foo Fighters,2013-11-27 00:00:00 UTC,Loxxy Records,0,70T2QJTBbH1GT7v0oGnO58,0Ht8AmH4Qj6dQSC1iG7KV7,266.933
Best Of You (Karaoke Version),6N2qKUCTSN9SkYCVMvYPCH,270640,Grab The Mic Karaoke! Sing Like Foo Fighters,2013-11-27 00:00:00 UTC,Loxxy Records,0,70T2QJTBbH1GT7v0oGnO58,0Ht8AmH4Qj6dQSC1iG7KV7,270.64
Learn To Fly (Karaoke Version),2ucjkiynY1tyG6fETMcAc6,244866,Grab The Mic Karaoke! Sing Like Foo Fighters,2013-11-27 00:00:00 UTC,Loxxy Records,0,70T2QJTBbH1GT7v0oGnO58,0Ht8AmH4Qj6dQSC1iG7KV7,244.866
The One (Karaoke Version),2XWj9M5drJRLyKV35En3R3,173666,Grab The Mic Karaoke! Sing Like Foo Fighters,2013-11-27 00:00:00 UTC,Loxxy Records,0,70T2QJTBbH1GT7v0oGnO58,0Ht8AmH4Qj6dQSC1iG7KV7,173.666
Breakout (Karaoke Version),2IRVLnx75QxsEgEDFSgNgZ,220666,Grab The Mic Karaoke! Sing Like Foo Fighters,2013-11-27 00:00:00 UTC,Loxxy Records,0,70T2QJTBbH1GT7v0oGnO58,0Ht8AmH4Qj6dQSC1iG7KV7,220.666
The Pretender (Karaoke Version),198zjPJauQrbvfqlnXAYbO,266611,Grab The Mic Karaoke! Sing Like Foo Fighters,2013-11-27 00:00:00 UTC,Loxxy Records,0,70T2QJTBbH1GT7v0oGnO58,0Ht8AmH4Qj6dQSC1iG7KV7,266.611
Deep Power - Extended Mix,0BWlas6W7y2vXSEPQwwBsT,280000,Deep Power,2021-10-08 00:00:00 UTC,Road Story Records,4,12NFyIVAHN58nUb3RAYFcD,0I3DQVcZQqBIIVxNtzqaVW,280.0
Deep Power,0yaZEO1GSIlOAG5BUbgVvm,196000,Deep Power,2021-10-08 00:00:00 UTC,Road Story Records,4,12NFyIVAHN58nUb3RAYFcD,0I3DQVcZQqBIIVxNtzqaVW,196.0
Deep Power - Instrumental,6EISpfI6GrLjgPV69Hi5tP,280000,Deep Power,2021-10-08 00:00:00 UTC,Road Story Records,4,12NFyIVAHN58nUb3RAYFcD,0I3DQVcZQqBIIVxNtzqaVW,280.0
Deep Power - Ballester Remix,3BU6Pfu1M7zPp9uLO74jML,187317,Deep Power (Ballester Remix),2021-12-10 00:00:00 UTC,Road Story Records,0,6JMAjUhxdyrVDjxUamF2xV,0I3DQVcZQqBIIVxNtzqaVW,187.317
Black Santa,2U8qj22kL4pw4oeVaGOWJN,187669,Black Santa,2017-12-08 00:00:00 UTC,Gold Gang Records LLC,7,1A6r4UMkqBOFxo3LdF5FQ8,0I5HubncQ8E1MFZOlPDY4J,187.669
Piel,5HST6Sv94KNdAfIel4CyJ3,238208,Piel,2020-04-10 00:00:00 UTC,Dee-pers,1,1v1bOX0KbwGH04ZyyiQ5Td,0IKbjb6HzwxjtGTuv6JmdH,238.208
Deep Purple,5shVtTT0C1VeGTkoTXoYrJ,200127,Deep Purple,2022-01-03 00:00:00 UTC,Von Wiegandt Productions,0,5C81IY8mlryeDd7o2yn59v,0JA6jc2HkXG8iDgZdFzV5d,200.127
Hendrix,4VspAqawA2bxHXdbslG1AH,173531,Hendrix,2023-03-12 00:00:00 UTC,Isaac Beats,1,2mG8KxYE5mTIPIPQ42jTT9,0JJZDuvoJWKpVT1sRpEbrO,173.531
What Perception,2svhHy7JIz5zFaU0dAnS3e,149237,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.237
Accomplish Express,4lYo3VYDjapF9ocYS06UOu,132629,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.629
Shore Compose,4uYpA6daL8ZK49o4yExeFV,132629,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.629
Track Pass,02njIJdDUomu2k2plifGGS,132629,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.629
Motion Trip,72GnFUTP6gF1UOxCwZQwql,149165,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.165
Dreams Reverbed,316zUGTVHcmMthhxLdI37q,165717,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,165.717
Sequence Delight,4ey4wRBfHZmINZAitZApK0,132702,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.702
Chat Familiar,5ZKm5rBwWndywCWKYDDDZT,165717,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,165.717
Chill Feelings,0APhXmo4lnhQW2kVrpgumZ,140833,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,140.833
Accommodate Innate,1Cbtp6esFRdjb7nVpX344Y,157441,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,157.441
Night Stem,144jPWNMnGM5y3eO8euEfx,149109,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.109
Isnt Deviate,1RarHSOv4EY6Jij9ipR3ld,132702,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.702
Beam Think,5ZrULTqgcSRJXRGOVLKkUp,149237,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.237
Babies Lovely,2B6MHCWr6X1DhYhEFQhlF1,132702,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.702
Imagine Radio,09MxUeWV9VRr4VXxxBt3il,149237,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.237
Range Distance,1TBUSwCAb3popdHu5fLFlB,132702,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.702
Night Holliday,4wYfxlWyUGeYOZd4250txo,132557,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.557
My Spirit,4A2x4IJKfiktjXI4FVRkz3,132702,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.702
Sent Situation,23IlouvBhYcWhGKQS7xTmg,149181,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.181
Look Steadfast,1ef7Q94TJoNSGOxlGTraUC,132629,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.629
Decibel Treasured,3guqJqF6kXa3ko77gbVe9P,149109,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.109
Beaming Pulse,4k9Mgp8QnEcvZxVGdCMFyY,149181,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.181
Create Wellbeing,5x7uJhk8p4jBVPjiHi8Hw5,149109,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.109
Passionate Meandering,6YFHtt4WXmi7ECRYqrDm0k,149165,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.165
Dinner Bloom,5f5IWE20emjZmuxSY0WFfp,132557,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.557
Nice Beating,2ksz4yOlggMusBcEZrPZNg,149237,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.237
Polished Render,1d2Tv5Zd9rlKO77fUMzvTR,165717,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,165.717
Understand Solitude,3p6jyOwOPvhme0EmLN1pjs,165645,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,165.645
Drone Expanse,3N67Tq6nTWTj23afzuij54,149165,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.165
Song Vibrato,73j4cHLZtaP0hpl1O6D92s,165773,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,165.773
Suspect Cognitive,6xxKHVb0eACO09goQ8FKoZ,132702,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.702
Illusion Spatial,0ePVky4RsKVx5FCBMtbXy8,149165,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.165
Blue Tricky,1fsZdlBawHQuvv8jkwPhVa,157441,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,157.441
Steady Soul,4819X3Q7xhE0xTqcxoyYDj,149181,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.181
Drifts Imaginary,0V4K6LFUhSXtN2oe9FjQCJ,132702,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.702
End Structure,0hEEgrPPriIAgrEUiF50NB,149181,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.181
Tricks Beams,6IfiB9RssR6Z2WxNa99IGF,132557,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.557
Dream Right,0SkX3FyRbrAlZLu2rCkBQd,149237,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.237
Old Helpless,36B5RQeS0EU9KaNHa6bPdE,149237,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.237
Cleared Home,6mjZU5GzGZgtPDbM8xJ2AM,132702,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.702
Instruments At,5Oh8mwy54mzGXHtas577Wx,132702,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.702
Earphones Magical,2angG4hiaZwFXUMuWPYDF6,132557,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.557
Aspects Evening,6iaOBeXnWwI8hxwDRNXUA7,132629,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.629
Summer Accommodate,2zmi2kTcnmgRww1hW6GEKn,149498,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.498
Piano Pave,3hl6C4LcH237bHRFwJrnIE,149181,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.181
I Comfy,4yfroYtuwEgx6NZSLnS4Of,165717,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,165.717
Aspects Gorgeous,5vOldMgCly9EZo26ZhANuT,132629,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.629
Abundant Beaming,60o649H2LowtyT1mfgL2b3,132629,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,132.629
Instrument Cheerful,1Ra60v49NJ8NO2yDDY43rX,140905,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,140.905
Earplugs Eternity,1vFEHe1LECghpBmy6j4mPB,149165,Deep Piano Perfection,2023-11-06 00:00:00 UTC,Chilled Piano Productions,2,3Lez23Xgoa40BVa3Qp6aRe,0JgsUjTawMFZj1PCkO5xkL,149.165
Foo Foo,0tOqJc5Ubrp1oOTskGmLbg,150831,Foo Foo,2020-02-23 00:00:00 UTC,1126144 Records DK,3,6xZySpa4nI4dSLBVnhpHHr,0Jj0HHHWGmdVVL02fjuLQV,150.831
Villanova Junction,6G7KqDSOCenCjQuERlNW54,540527,Guitarras Do Cerrado Interpretam Jimi Hendrix (50 Anos De Brasília),2011-08-08 00:00:00 UTC,GRV,0,7cN8Q6DSGmU0hieLtI78tq,0KGgImx6jNhwiuC40ci84n,540.527
Who Knows,6kB5rbWJ2hkPBqFl6MNsu5,354720,Guitarras Do Cerrado Interpretam Jimi Hendrix (50 Anos De Brasília),2011-08-08 00:00:00 UTC,GRV,0,7cN8Q6DSGmU0hieLtI78tq,0KGgImx6jNhwiuC40ci84n,354.72
Drifting,1SSuPSyVRs7csJ8tYuAJQp,499727,Guitarras Do Cerrado Interpretam Jimi Hendrix (50 Anos De Brasília),2011-08-08 00:00:00 UTC,GRV,0,7cN8Q6DSGmU0hieLtI78tq,0KGgImx6jNhwiuC40ci84n,499.727
Little Wing,5ZERnlox3yfZTn56hmkytI,332951,Guitarras Do Cerrado Interpretam Jimi Hendrix (50 Anos De Brasília),2011-08-08 00:00:00 UTC,GRV,0,7cN8Q6DSGmU0hieLtI78tq,0KGgImx6jNhwiuC40ci84n,332.951
Midnight,6AA8mibav8vHllTM625PmX,390551,Guitarras Do Cerrado Interpretam Jimi Hendrix (50 Anos De Brasília),2011-08-08 00:00:00 UTC,GRV,0,7cN8Q6DSGmU0hieLtI78tq,0KGgImx6jNhwiuC40ci84n,390.551
The Wind Cries Mary,6uyoAAHRw1lv1w3nLA0v04,264600,Guitarras Do Cerrado Interpretam Jimi Hendrix (50 Anos De Brasília),2011-08-08 00:00:00 UTC,GRV,0,7cN8Q6DSGmU0hieLtI78tq,0KGgImx6jNhwiuC40ci84n,264.6
Valleys Of Neptune,0bPI6D3BqP9O7uGW8PFwx7,423143,Guitarras Do Cerrado Interpretam Jimi Hendrix (50 Anos De Brasília),2011-08-08 00:00:00 UTC,GRV,0,7cN8Q6DSGmU0hieLtI78tq,0KGgImx6jNhwiuC40ci84n,423.143
Third Stone From The Sun,3oBx2vuniDBnyU2X8Koi2r,424943,Guitarras Do Cerrado Interpretam Jimi Hendrix (50 Anos De Brasília),2011-08-08 00:00:00 UTC,GRV,0,7cN8Q6DSGmU0hieLtI78tq,0KGgImx6jNhwiuC40ci84n,424.943
Pali Gap,2G1p22MYqVYiNyaI24G46H,324911,Guitarras Do Cerrado Interpretam Jimi Hendrix (50 Anos De Brasília),2011-08-08 00:00:00 UTC,GRV,0,7cN8Q6DSGmU0hieLtI78tq,0KGgImx6jNhwiuC40ci84n,324.911
Hendrix - Oiee Remix,4NMkwMTocltFmwIKFnYGI0,158783,Hendrix (Oiee Remix),2020-02-21 00:00:00 UTC,AM:PM Music,5,3c0kQdMxds04owdByyg00Y,0Luy0BmjBprEInIYs0QU1w,158.783
Beat Again,45kXLtHjvappsxudjJzl2B,409282,"Deeperfect Picking, Vol. 03",2020-06-19 00:00:00 UTC,Deeperfect Records,3,0HxjY5kDhizVGoMHjCuM7N,0LyfQWJT6nXafLPZqxe9Of,409.282
Deep Realities,6a6BR0ME3OW8ZGzcqFjb8l,436403,"Deeperfect Picking, Vol. 03",2020-06-19 00:00:00 UTC,Deeperfect Records,3,0HxjY5kDhizVGoMHjCuM7N,0LyfQWJT6nXafLPZqxe9Of,436.403
Holly,38uVsyny2NPPNbqboYjUOh,348136,"Deeperfect Picking, Vol. 03",2020-06-19 00:00:00 UTC,Deeperfect Records,3,0HxjY5kDhizVGoMHjCuM7N,0LyfQWJT6nXafLPZqxe9Of,348.136
Elektro,6iDe6hrTzaf5k6mLxJLNc6,414707,"Deeperfect Picking, Vol. 03",2020-06-19 00:00:00 UTC,Deeperfect Records,3,0HxjY5kDhizVGoMHjCuM7N,0LyfQWJT6nXafLPZqxe9Of,414.707
Hologram,0xnyrVbvDAMemy7eC8djio,361450,"Deeperfect Picking, Vol. 03",2020-06-19 00:00:00 UTC,Deeperfect Records,3,0HxjY5kDhizVGoMHjCuM7N,0LyfQWJT6nXafLPZqxe9Of,361.45
Morocco,2EZ0WSq7pNUrC97Es2lJuY,333559,"Deep Organic, Vol. 1",2022-04-22 00:00:00 UTC,Planet Ibiza Music,2,0Mew7drxxgu2gR0qsvgS8j,0LyfQWJT6nXafLPZqxe9Of,333.559
Black Book,6rzc4jwchAniYb0u8N32nA,390508,"Deep Organic, Vol. 1",2022-04-22 00:00:00 UTC,Planet Ibiza Music,2,0Mew7drxxgu2gR0qsvgS8j,0LyfQWJT6nXafLPZqxe9Of,390.508
Yasmin,45cWHPhbK0ZtWWF1c6oT0j,436756,"Deep Organic, Vol. 1",2022-04-22 00:00:00 UTC,Planet Ibiza Music,2,0Mew7drxxgu2gR0qsvgS8j,0LyfQWJT6nXafLPZqxe9Of,436.756
Mantara,5TeVm6WdivHoB2TBND8Cbp,538500,"Deep Organic, Vol. 1",2022-04-22 00:00:00 UTC,Planet Ibiza Music,2,0Mew7drxxgu2gR0qsvgS8j,0LyfQWJT6nXafLPZqxe9Of,538.5
Xtc,74ajHX7O8Jxm9Uv86KbCFO,398106,"Deep Organic, Vol. 1",2022-04-22 00:00:00 UTC,Planet Ibiza Music,2,0Mew7drxxgu2gR0qsvgS8j,0LyfQWJT6nXafLPZqxe9Of,398.106
The Ocean,5MPx1uQjK0I6CJNvf27oSc,446315,"Deep Organic, Vol. 1",2022-04-22 00:00:00 UTC,Planet Ibiza Music,2,0Mew7drxxgu2gR0qsvgS8j,0LyfQWJT6nXafLPZqxe9Of,446.315
Esfar,2VkZ525HWDnpjDJJ8Nrk66,405517,"Deep Organic, Vol. 1",2022-04-22 00:00:00 UTC,Planet Ibiza Music,2,0Mew7drxxgu2gR0qsvgS8j,0LyfQWJT6nXafLPZqxe9Of,405.517
Marrakesh,7lYF2eQe4RBi8hP891bubT,368060,"Deep Organic, Vol. 1",2022-04-22 00:00:00 UTC,Planet Ibiza Music,2,0Mew7drxxgu2gR0qsvgS8j,0LyfQWJT6nXafLPZqxe9Of,368.06
Five To Twelve,4POjOvXEpWcoRGN8WPUw2J,404780,"Deep Organic, Vol. 1",2022-04-22 00:00:00 UTC,Planet Ibiza Music,2,0Mew7drxxgu2gR0qsvgS8j,0LyfQWJT6nXafLPZqxe9Of,404.78
Calling Again,2QCjM8V9dCUijW1K2D6JVB,252947,"Deep Organic, Vol. 1",2022-04-22 00:00:00 UTC,Planet Ibiza Music,2,0Mew7drxxgu2gR0qsvgS8j,0LyfQWJT6nXafLPZqxe9Of,252.947
Give Me The Key - Second Factory Remix,7v9Q88WSz2LBwPjKQdb9fS,232000,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,232.0
Stay Together Forever - Extended Mix,4msMAAmyK7KYsZOYiKufjj,211277,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,211.277
Santorini Night - Riviera Mix,2vcGwGDShoT90MDhBNZ1Fp,325785,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,325.785
Crazy Think - Deep Zone Mix,3b2mvauMeRixCKKbRNgAjJ,185280,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,185.28
Funny Things,4IeE3uojvyPhiD7KkHG7YS,216190,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,216.19
Plexyglass - Aperitif Mix,1QMW9KEL2N0ar3FLCUjHaI,228000,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,228.0
Emotional - Tony Matera Remix,3h52km6HVJNsCQmU45ovdO,240000,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,240.0
Request For Pleasure - Club Mix,15F6QfSkDTlI2Q3Irrfmmz,214500,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,214.5
Escape From Europe,5p3r57pCzDpB3g4NcWfXiI,206587,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,206.587
Optical - Deep Mix,6yiWz4bIwrQhS19ayXh9e8,178095,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,178.095
Any Question,5dmy1kvCseNU2NaTis4LFC,228000,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,228.0
Summer Night - Summertime Mix,097rnuOHhiAX6QQ1Bh1Vqg,331260,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,331.26
Last Hero - Frank Carrera'S Deep Mix,1bKA1s9gkhmk4Me3Cr5FSz,232000,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,232.0
Always Alert - Nu House Mix,3DYu3GGOOfmYQ7mPfaV1sp,217000,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,217.0
Walk Lights - Sun Avenue Mix,5o5sqXibuVirMISkN9LiGw,212500,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,212.5
Subway Blues - Gary Teo Remix,4g1einjkUThWILKhsYCQ5D,476173,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,476.173
Be Better You - Tommy Martelli Remix,7BLomeR575qJ06KeEnBNWR,213500,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,213.5
Fashion Models - Tony Herb Mix,322f3H1xipGnXOc7kKghTC,312857,"Purple Skies (Little Deep-House Clouds), Vol. 3",2020-12-04 00:00:00 UTC,Urban GorillazY,0,0OV5XxON1p2EeUT4BCNDwj,0LyfQWJT6nXafLPZqxe9Of,312.857
